Source,Target,Source Name,Target Name,Common Users,Source Population,Target Population,Total Population,Exposure,Phi-Correlation,T-Test,P-values,Over-expression
kor,tam,Korean,Tamil,2,289982,1432,17694811,0.001396648,-0.001062262,-0.572026032,0.283652391,0.08522399
tam,kor,Tamil,Korean,2,1432,289982,17694811,6.90E-06,-0.001062262,-0.572026032,0.283652391,0.08522399
slv,tur,Slovenian,Turkish,2,2230,233158,17694811,8.58E-06,-0.001208997,-0.583779425,0.279684644,0.068064513
tur,slv,Turkish,Slovenian,2,233158,2230,17694811,0.000896861,-0.001208997,-0.583779425,0.279684644,0.068064513
hat,tur,Haitian,Turkish,2,2600,233158,17694811,8.58E-06,-0.00131903,-0.636910174,0.26209199,0.058378409
tur,hat,Turkish,Haitian,2,233158,2600,17694811,0.000769231,-0.00131903,-0.636910174,0.26209199,0.058378409
hat,rus,Haitian,Russian,2,2600,243159,17694811,8.23E-06,-0.001350843,-0.666114253,0.252669353,0.055977336
rus,hat,Russian,Haitian,2,243159,2600,17694811,0.000769231,-0.001350843,-0.666114253,0.252669353,0.055977336
afr,ell,Afrikaans,Modern Greek (1453-),2,24782,30609,17694811,6.53E-05,-0.001486201,-0.260009035,0.397429277,0.046654166
ell,afr,Modern Greek (1453-),Afrikaans,2,30609,24782,17694811,8.07E-05,-0.001486201,-0.260009035,0.397429277,0.046654166
ron,tha,Romanian,Thai,2,5040,154171,17694811,1.30E-05,-0.001510387,-0.593044354,0.27657617,0.045545209
tha,ron,Thai,Romanian,2,154171,5040,17694811,0.000396825,-0.001510387,-0.593044354,0.27657617,0.045545209
fas,kor,Persian,Korean,2,2719,289982,17694811,6.90E-06,-0.001528346,-0.823011883,0.205250956,0.044884426
kor,fas,Korean,Persian,2,289982,2719,17694811,0.000735565,-0.001528346,-0.823011883,0.205250956,0.044884426
heb,tur,Hebrew,Turkish,2,3384,233158,17694811,8.58E-06,-0.001526463,-0.73707227,0.230539572,0.044853388
tur,heb,Turkish,Hebrew,2,233158,3384,17694811,0.000591017,-0.001526463,-0.73707227,0.230539572,0.044853388
eus,nld,Basque,Dutch,2,1950,435128,17694811,4.60E-06,-0.001597379,-1.053697866,0.146010926,0.041708472
nld,eus,Dutch,Basque,2,435128,1950,17694811,0.001025641,-0.001597379,-1.053697866,0.146010926,0.041708472
heb,kor,Hebrew,Korean,2,3384,289982,17694811,6.90E-06,-0.001720809,-0.926653194,0.177053699,0.036064053
kor,heb,Korean,Hebrew,2,289982,3384,17694811,0.000591017,-0.001720809,-0.926653194,0.177053699,0.036064053
ara,ukr,Arabic,Ukrainian,2,366643,2842,17694811,0.00070373,-0.001780996,-1.078410741,0.140425602,0.033963188
ukr,ara,Ukrainian,Arabic,2,2842,366643,17694811,5.45E-06,-0.001780996,-1.078410741,0.140425602,0.033963188
isl,jpn,Icelandic,Japanese,2,588,2602426,17694811,7.69E-07,-0.002338413,-3.772345585,8.09E-05,0.023127048
jpn,isl,Japanese,Icelandic,2,2602426,588,17694811,0.003401361,-0.002338413,-3.772345585,8.09E-05,0.023127048
jpn,lit,Japanese,Lithuanian,2,2602426,696,17694811,0.002873563,-0.002553472,-4.119281777,1.90E-05,0.019538368
lit,jpn,Lithuanian,Japanese,2,696,2602426,17694811,7.69E-07,-0.002553472,-4.119281777,1.90E-05,0.019538368
pol,tur,Polish,Turkish,2,8207,233158,17694811,8.58E-06,-0.002443122,-1.179695256,0.119061322,0.018494439
tur,pol,Turkish,Polish,2,233158,8207,17694811,0.000243694,-0.002443122,-1.179695256,0.119061322,0.018494439
lav,tha,Latvian,Thai,2,13573,154171,17694811,1.30E-05,-0.002553598,-1.002657285,0.15801391,0.016912094
tha,lav,Thai,Latvian,2,154171,13573,17694811,0.000147351,-0.002553598,-1.002657285,0.15801391,0.016912094
ara,vie,Arabic,Vietnamese,2,366643,6150,17694811,0.000325203,-0.002669717,-1.616543025,0.05298891,0.015694859
vie,ara,Vietnamese,Arabic,2,6150,366643,17694811,5.45E-06,-0.002669717,-1.616543025,0.05298891,0.015694859
afr,tha,Afrikaans,Thai,2,24782,154171,17694811,1.30E-05,-0.003478457,-1.365802326,0.086001504,0.009262685
tha,afr,Thai,Afrikaans,2,154171,24782,17694811,8.07E-05,-0.003478457,-1.365802326,0.086001504,0.009262685
kor,lav,Korean,Latvian,2,289982,13573,17694811,0.000147351,-0.00354413,-1.90851856,0.028162606,0.008991436
lav,kor,Latvian,Korean,2,13573,289982,17694811,6.90E-06,-0.00354413,-1.90851856,0.028162606,0.008991436
bul,jpn,Bulgarian,Japanese,2,1633,2602426,17694811,7.69E-07,-0.003956113,-6.382063924,8.74E-11,0.008327437
jpn,bul,Japanese,Bulgarian,2,2602426,1633,17694811,0.00122474,-0.003956113,-6.382063924,8.74E-11,0.008327437
fas,por,Persian,Portuguese,2,2719,1617409,17694811,1.24E-06,-0.00390039,-4.960448613,3.52E-07,0.008047238
por,fas,Portuguese,Persian,2,1617409,2719,17694811,0.000735565,-0.00390039,-4.960448613,3.52E-07,0.008047238
por,ukr,Portuguese,Ukrainian,2,1617409,2842,17694811,0.00070373,-0.003989049,-5.073206097,1.96E-07,0.007698959
ukr,por,Ukrainian,Portuguese,2,2842,1617409,17694811,1.24E-06,-0.003989049,-5.073206097,1.96E-07,0.007698959
eus,jpn,Basque,Japanese,2,1950,2602426,17694811,7.69E-07,-0.004329017,-6.983648625,1.44E-12,0.006973695
jpn,eus,Japanese,Basque,2,2602426,1950,17694811,0.001025641,-0.004329017,-6.983648625,1.44E-12,0.006973695
est,jpn,Estonian,Japanese,2,2078,2602426,17694811,7.69E-07,-0.004470789,-7.212361967,2.75E-13,0.006544131
jpn,est,Japanese,Estonian,2,2602426,2078,17694811,0.000962464,-0.004470789,-7.212361967,2.75E-13,0.006544131
jpn,slv,Japanese,Slovenian,2,2602426,2230,17694811,0.000896861,-0.004633516,-7.474881537,3.86E-14,0.006098074
slv,jpn,Slovenian,Japanese,2,2230,2602426,17694811,7.69E-07,-0.004633516,-7.474881537,3.86E-14,0.006098074
hat,jpn,Haitian,Japanese,2,2600,2602426,17694811,7.69E-07,-0.005007586,-8.07835455,3.28E-16,0.005230271
jpn,hat,Japanese,Haitian,2,2602426,2600,17694811,0.000769231,-0.005007586,-8.07835455,3.28E-16,0.005230271
jpn,sqi,Japanese,Albanian,2,2602426,5155,17694811,0.000387973,-0.007069973,-11.40558625,1.96E-30,0.002637964
sqi,jpn,Albanian,Japanese,2,5155,2602426,17694811,7.69E-07,-0.007069973,-11.40558625,1.96E-30,0.002637964
glg,jpn,Galician,Japanese,2,9302,2602426,17694811,7.69E-07,-0.009509425,-15.34132756,2.04E-53,0.001461912
jpn,glg,Japanese,Galician,2,2602426,9302,17694811,0.000215008,-0.009509425,-15.34132756,2.04E-53,0.001461912
eus,slk,Basque,Slovak,1,1950,3657,17694811,0.000273448,0.000223593,0.013517652,0.49460777,1
ben,hin,Bengali,Hindi,1,178,1171,17694811,0.000853971,0.002164621,0.074009963,0.470507549,1
amh,swe,Amharic,Swedish,1,16,36604,17694811,2.73E-05,0.00126476,0.241969585,0.404402543,1
cym,vie,Welsh,Vietnamese,1,910,6150,17694811,0.000162602,0.000289073,0.022665962,0.490958731,1
bel,ces,Belarusian,Czech,1,256,24573,17694811,4.07E-05,0.000257141,0.040307255,0.483924248,1
kor,mya,Korean,Burmese,1,289982,49,17694811,0.020408163,5.27E-05,0.028374771,0.488681633,1
guj,tha,Gujarati,Thai,1,66,154171,17694811,6.49E-06,0.000133805,0.052537664,0.479050177,1
ces,isl,Czech,Icelandic,1,24573,588,17694811,0.00170068,4.83E-05,0.007569899,0.496980107,1
fra,khm,French,Central Khmer,1,147843,37,17694811,0.027027027,0.000296627,0.114053347,0.45459783,1
deu,mal,German,Malayalam,1,73897,216,17694811,0.00462963,2.46E-05,0.006677995,0.497335894,1
chr,ell,Cherokee,Modern Greek (1453-),1,14,30609,17694811,3.27E-05,0.001491903,0.261006533,0.397044613,1
mlt,ron,Maltese,Romanian,1,1156,5040,17694811,0.000198413,0.000277929,0.01972711,0.492130923,1
ben,mlt,Bengali,Maltese,1,178,1156,17694811,0.000865052,0.002178952,0.074020413,0.470503474,1
ces,lit,Czech,Lithuanian,1,24573,696,17694811,0.001436782,8.10E-06,0.001269013,0.499493742,1
hin,urd,Hindi,Urdu,1,1171,488,17694811,0.00204918,0.001280192,0.043770625,0.482547352,1
tel,tha,Telugu,Thai,1,102,154171,17694811,6.49E-06,2.82E-05,0.011068271,0.495584496,1
div,ell,Dhivehi,Modern Greek (1453-),1,44,30609,17694811,3.27E-05,0.000796791,0.13939757,0.444568455,1
ara,bod,Arabic,Tibetan,1,366643,40,17694811,0.025,4.52E-05,0.027351575,0.489089668,1
cym,pol,Welsh,Polish,1,910,8207,17694811,0.000121847,0.000211533,0.019160943,0.49235659,1
urd,vie,Urdu,Vietnamese,1,488,6150,17694811,0.000162602,0.000479421,0.037590975,0.485007512,1
hin,ron,Hindi,Romanian,1,1171,5040,17694811,0.000198413,0.000274385,0.019475513,0.492231271,1
bul,pol,Bulgarian,Polish,1,1633,8207,17694811,0.000121847,6.63E-05,0.00600437,0.49760469,1
eus,sqi,Basque,Albanian,1,1950,5155,17694811,0.000193986,0.000136254,0.009780896,0.496098239,1
ron,slv,Romanian,Slovenian,1,5040,2230,17694811,0.00044843,0.000108846,0.007725775,0.496918045,1
dan,urd,Danish,Urdu,1,12029,488,17694811,0.00204918,0.000275913,0.030258706,0.487930616,1
slv,sqi,Slovenian,Albanian,1,2230,5155,17694811,0.000193986,0.00010335,0.007418924,0.497040448,1
khm,vie,Central Khmer,Vietnamese,1,37,6150,17694811,0.000162602,0.002069743,0.162287197,0.435542514,1
lit,nor,Lithuanian,Norwegian,1,696,16500,17694811,6.06E-05,0.000103626,0.013310138,0.49469026,1
hin,slv,Hindi,Slovenian,1,1171,2230,17694811,0.00044843,0.000527554,0.024901423,0.49006791,1
fin,tel,Finnish,Telugu,1,3856,102,17694811,0.009803922,0.001559257,0.096799734,0.461445233,1
ita,sin,Italian,Sinhala,1,89242,169,17694811,0.00591716,3.81E-05,0.011387563,0.49545713,1
dan,hin,Danish,Hindi,1,12029,1171,17694811,0.000853971,5.44E-05,0.005961707,0.497621687,1
eus,hbs,Basque,Serbo-Croatian,1,1950,8152,17694811,0.000122669,2.55E-05,0.002301953,0.499081683,1
sin,swa,Sinhala,Swahili (macrolanguage),1,169,5636,17694811,0.000177431,0.000969644,0.072781487,0.470991293,1
iku,por,Inuktitut,Portuguese,1,6,1617409,17694811,6.18E-07,0.000152072,0.193401336,0.423322347,1
deu,tel,German,Telugu,1,73897,102,17694811,0.009803922,0.000209522,0.056955691,0.477290323,1
ces,urd,Czech,Urdu,1,24573,488,17694811,0.00204918,9.31E-05,0.014599966,0.494175722,1
fin,slv,Finnish,Slovenian,1,3856,2230,17694811,0.00044843,0.000175329,0.010884559,0.495658056,1
mkd,sqi,Macedonian,Albanian,1,890,5155,17694811,0.000193986,0.000345874,0.024828342,0.490096423,1
fin,hat,Finnish,Haitian,1,3856,2600,17694811,0.000384615,0.000136908,0.00849933,0.496609519,1
hat,mlt,Haitian,Maltese,1,2600,1156,17694811,0.000865052,0.000478887,0.024409151,0.490264061,1
bul,fin,Bulgarian,Finnish,1,1633,3856,17694811,0.000259336,0.000256736,0.015938335,0.493642206,1
heb,ron,Hebrew,Romanian,1,3384,5040,17694811,0.000198413,8.75E-06,0.000621246,0.499752171,1
kat,ukr,Georgian,Ukrainian,1,416,2842,17694811,0.000351865,0.00085832,0.045741304,0.481759828,1
hat,kan,Haitian,Kannada,1,2600,101,17694811,0.00990099,0.001922615,0.097996984,0.460971121,1
bul,slk,Bulgarian,Slovak,1,1633,3657,17694811,0.000273448,0.000271144,0.016392429,0.493461107,1
fin,slk,Finnish,Slovak,1,3856,3657,17694811,0.000273448,5.41E-05,0.003357987,0.498660446,1
mlt,slv,Maltese,Slovenian,1,1156,2230,17694811,0.00044843,0.000532142,0.025118029,0.489981533,1
ara,syr,Arabic,Syriac,1,366643,8,17694811,0.125,0.000492232,0.29805066,0.382832334,1
eus,gle,Basque,Irish,1,1950,359,17694811,0.002785515,0.001147976,0.050667293,0.479797914,1
amh,ara,Amharic,Arabic,1,16,366643,17694811,2.73E-06,0.000278901,0.168876907,0.432946778,1
gle,glg,Irish,Galician,1,359,9302,17694811,0.000107504,0.000444071,0.042824655,0.482921115,1
iku,kat,Inuktitut,Georgian,1,6,416,17694811,0.002403846,0.020013434,0.407294727,0.342000517,1
bel,bul,Belarusian,Bulgarian,1,256,1633,17694811,0.00061237,0.001510172,0.060989354,0.475687575,1
hun,lit,Hungarian,Lithuanian,1,4804,696,17694811,0.001436782,0.000443613,0.030740831,0.487738752,1
glg,isl,Galician,Icelandic,1,9302,588,17694811,0.00170068,0.000295499,0.028496882,0.488633233,1
kan,pan,Kannada,Panjabi,1,101,218,17694811,0.004587156,0.006730917,0.098926116,0.460643919,1
kat,tam,Georgian,Tamil,1,416,1432,17694811,0.000698324,0.001252079,0.047347839,0.481121301,1
hye,kat,Armenian,Georgian,1,253,416,17694811,0.002403846,0.003064153,0.062346577,0.475158391,1
kat,mal,Georgian,Malayalam,1,416,216,17694811,0.00462963,0.003319122,0.067534512,0.473094317,1
hat,slv,Haitian,Slovenian,1,2600,2230,17694811,0.00044843,0.000279257,0.014233916,0.494322227,1
aze,fin,Azerbaijani,Finnish,1,1261,3856,17694811,0.000259336,0.000328926,0.020419938,0.491854718,1
gle,hat,Irish,Haitian,1,359,2600,17694811,0.000384615,0.000980544,0.049978918,0.480071514,1
fas,sqi,Persian,Albanian,1,2719,5155,17694811,0.000193986,5.55E-05,0.00398673,0.498409606,1
ben,ita,Bengali,Italian,1,178,89242,17694811,1.12E-05,2.57E-05,0.007685185,0.496934094,1
hat,swa,Haitian,Swahili (macrolanguage),1,2600,5636,17694811,0.000177431,4.49E-05,0.003370839,0.498655292,1
aze,slk,Azerbaijani,Slovak,1,1261,3657,17694811,0.000273448,0.00034436,0.020818841,0.491695652,1
deu,sin,German,Sinhala,1,73897,169,17694811,0.00591716,8.34E-05,0.022679737,0.4909529,1
est,hat,Estonian,Haitian,1,2078,2600,17694811,0.000384615,0.000298899,0.015235074,0.493922904,1
est,mal,Estonian,Malayalam,1,2078,216,17694811,0.00462963,0.001454856,0.066287885,0.473577503,1
deu,kan,German,Kannada,1,73897,101,17694811,0.00990099,0.000212089,0.057653367,0.477012448,1
est,swa,Estonian,Swahili (macrolanguage),1,2078,5636,17694811,0.000177431,9.88E-05,0.007417929,0.497040833,1
kan,lav,Kannada,Latvian,1,101,13573,17694811,7.37E-05,0.000788221,0.091823602,0.463419773,1
dan,kat,Danish,Georgian,1,12029,416,17694811,0.002403846,0.000320725,0.035173151,0.485971127,1
cym,slk,Welsh,Slovak,1,910,3657,17694811,0.000273448,0.000445134,0.026911319,0.489265967,1
ell,iku,Modern Greek (1453-),Inuktitut,1,30609,6,17694811,0.166666667,0.002311238,0.404348919,0.342979491,1
glg,lit,Galician,Lithuanian,1,9302,696,17694811,0.001436782,0.000249288,0.024040434,0.490410436,1
ces,mal,Czech,Malayalam,1,24573,216,17694811,0.00462963,0.000304068,0.047663025,0.480992595,1
mal,tam,Malayalam,Tamil,1,216,1432,17694811,0.000698324,0.001766701,0.066808507,0.473371738,1
lit,ron,Lithuanian,Romanian,1,696,5040,17694811,0.000198413,0.000428148,0.030389488,0.487878816,1
hye,iku,Armenian,Inuktitut,1,253,6,17694811,0.166666667,0.025664336,0.406733522,0.342273791,1
dan,lit,Danish,Lithuanian,1,12029,696,17694811,0.001436782,0.00018215,0.01997597,0.492031437,1
hat,ron,Haitian,Romanian,1,2600,5040,17694811,0.000198413,7.17E-05,0.005088203,0.49797021,1
guj,lao,Gujarati,Lao,1,66,91,17694811,0.010989011,0.012899172,0.121700669,0.451702213,1
dan,isl,Danish,Icelandic,1,12029,588,17694811,0.00170068,0.000225789,0.02476171,0.490122722,1
est,vie,Estonian,Vietnamese,1,2078,6150,17694811,0.000162602,7.77E-05,0.006093895,0.497569001,1
amh,ces,Amharic,Czech,1,16,24573,17694811,4.07E-05,0.001560466,0.244605514,0.403381968,1
hbs,kat,Serbo-Croatian,Georgian,1,8152,416,17694811,0.002403846,0.000439061,0.039637299,0.484191631,1
msa,ori,Malay (macrolanguage),Oriya (macrolanguage),1,1651705,3,17694811,0.333333333,0.000339676,0.436547038,0.331219968,1
fin,mal,Finnish,Malayalam,1,3856,216,17694811,0.00462963,0.001044277,0.064829347,0.474156618,1
fin,kan,Finnish,Kannada,1,3856,101,17694811,0.00990099,0.001567307,0.09729944,0.461246829,1
spa,syr,Spanish,Syriac,1,2043468,8,17694811,0.125,2.00E-05,0.028618398,0.488584471,1
slk,ukr,Slovak,Ukrainian,1,3657,2842,17694811,0.000351865,0.00012802,0.007739663,0.496912563,1
dan,kan,Danish,Kannada,1,12029,101,17694811,0.00990099,0.000845243,0.092695881,0.463073356,1
kat,tel,Georgian,Telugu,1,416,102,17694811,0.009803922,0.004843027,0.098542184,0.46077462,1
tam,tel,Tamil,Telugu,1,1432,102,17694811,0.009803922,0.00259506,0.098133411,0.460920045,1
bod,tha,Tibetan,Thai,1,40,154171,17694811,6.49E-06,0.000263497,0.103460575,0.458798786,1
cym,gle,Welsh,Irish,1,910,359,17694811,0.002785515,0.001717333,0.051748543,0.479370207,1
slk,eus,Slovak,Basque,1,3657,1950,17694811,0.000512821,0.000223593,0.013517652,0.49460777,1
hin,ben,Hindi,Bengali,1,1171,178,17694811,0.005617978,0.002164621,0.074009963,0.470507549,1
swe,amh,Swedish,Amharic,1,36604,16,17694811,0.0625,0.00126476,0.241969585,0.404402543,1
vie,cym,Vietnamese,Welsh,1,6150,910,17694811,0.001098901,0.000289073,0.022665962,0.490958731,1
ces,bel,Czech,Belarusian,1,24573,256,17694811,0.00390625,0.000257141,0.040307255,0.483924248,1
mya,kor,Burmese,Korean,1,49,289982,17694811,3.45E-06,5.27E-05,0.028374771,0.488681633,1
tha,guj,Thai,Gujarati,1,154171,66,17694811,0.015151515,0.000133805,0.052537664,0.479050177,1
isl,ces,Icelandic,Czech,1,588,24573,17694811,4.07E-05,4.83E-05,0.007569899,0.496980107,1
khm,fra,Central Khmer,French,1,37,147843,17694811,6.76E-06,0.000296627,0.114053347,0.45459783,1
mal,deu,Malayalam,German,1,216,73897,17694811,1.35E-05,2.46E-05,0.006677995,0.497335894,1
ell,chr,Modern Greek (1453-),Cherokee,1,30609,14,17694811,0.071428571,0.001491903,0.261006533,0.397044613,1
ron,mlt,Romanian,Maltese,1,5040,1156,17694811,0.000865052,0.000277929,0.01972711,0.492130923,1
mlt,ben,Maltese,Bengali,1,1156,178,17694811,0.005617978,0.002178952,0.074020413,0.470503474,1
lit,ces,Lithuanian,Czech,1,696,24573,17694811,4.07E-05,8.10E-06,0.001269013,0.499493742,1
urd,hin,Urdu,Hindi,1,488,1171,17694811,0.000853971,0.001280192,0.043770625,0.482547352,1
tha,tel,Thai,Telugu,1,154171,102,17694811,0.009803922,2.82E-05,0.011068271,0.495584496,1
ell,div,Modern Greek (1453-),Dhivehi,1,30609,44,17694811,0.022727273,0.000796791,0.13939757,0.444568455,1
bod,ara,Tibetan,Arabic,1,40,366643,17694811,2.73E-06,4.52E-05,0.027351575,0.489089668,1
pol,cym,Polish,Welsh,1,8207,910,17694811,0.001098901,0.000211533,0.019160943,0.49235659,1
vie,urd,Vietnamese,Urdu,1,6150,488,17694811,0.00204918,0.000479421,0.037590975,0.485007512,1
ron,hin,Romanian,Hindi,1,5040,1171,17694811,0.000853971,0.000274385,0.019475513,0.492231271,1
pol,bul,Polish,Bulgarian,1,8207,1633,17694811,0.00061237,6.63E-05,0.00600437,0.49760469,1
sqi,eus,Albanian,Basque,1,5155,1950,17694811,0.000512821,0.000136254,0.009780896,0.496098239,1
slv,ron,Slovenian,Romanian,1,2230,5040,17694811,0.000198413,0.000108846,0.007725775,0.496918045,1
urd,dan,Urdu,Danish,1,488,12029,17694811,8.31E-05,0.000275913,0.030258706,0.487930616,1
sqi,slv,Albanian,Slovenian,1,5155,2230,17694811,0.00044843,0.00010335,0.007418924,0.497040448,1
vie,khm,Vietnamese,Central Khmer,1,6150,37,17694811,0.027027027,0.002069743,0.162287197,0.435542514,1
nor,lit,Norwegian,Lithuanian,1,16500,696,17694811,0.001436782,0.000103626,0.013310138,0.49469026,1
slv,hin,Slovenian,Hindi,1,2230,1171,17694811,0.000853971,0.000527554,0.024901423,0.49006791,1
tel,fin,Telugu,Finnish,1,102,3856,17694811,0.000259336,0.001559257,0.096799734,0.461445233,1
sin,ita,Sinhala,Italian,1,169,89242,17694811,1.12E-05,3.81E-05,0.011387563,0.49545713,1
hin,dan,Hindi,Danish,1,1171,12029,17694811,8.31E-05,5.44E-05,0.005961707,0.497621687,1
hbs,eus,Serbo-Croatian,Basque,1,8152,1950,17694811,0.000512821,2.55E-05,0.002301953,0.499081683,1
swa,sin,Swahili (macrolanguage),Sinhala,1,5636,169,17694811,0.00591716,0.000969644,0.072781487,0.470991293,1
por,iku,Portuguese,Inuktitut,1,1617409,6,17694811,0.166666667,0.000152072,0.193401336,0.423322347,1
tel,deu,Telugu,German,1,102,73897,17694811,1.35E-05,0.000209522,0.056955691,0.477290323,1
urd,ces,Urdu,Czech,1,488,24573,17694811,4.07E-05,9.31E-05,0.014599966,0.494175722,1
slv,fin,Slovenian,Finnish,1,2230,3856,17694811,0.000259336,0.000175329,0.010884559,0.495658056,1
sqi,mkd,Albanian,Macedonian,1,5155,890,17694811,0.001123596,0.000345874,0.024828342,0.490096423,1
hat,fin,Haitian,Finnish,1,2600,3856,17694811,0.000259336,0.000136908,0.00849933,0.496609519,1
mlt,hat,Maltese,Haitian,1,1156,2600,17694811,0.000384615,0.000478887,0.024409151,0.490264061,1
fin,bul,Finnish,Bulgarian,1,3856,1633,17694811,0.00061237,0.000256736,0.015938335,0.493642206,1
ron,heb,Romanian,Hebrew,1,5040,3384,17694811,0.000295508,8.75E-06,0.000621246,0.499752171,1
ukr,kat,Ukrainian,Georgian,1,2842,416,17694811,0.002403846,0.00085832,0.045741304,0.481759828,1
kan,hat,Kannada,Haitian,1,101,2600,17694811,0.000384615,0.001922615,0.097996984,0.460971121,1
slk,bul,Slovak,Bulgarian,1,3657,1633,17694811,0.00061237,0.000271144,0.016392429,0.493461107,1
slk,fin,Slovak,Finnish,1,3657,3856,17694811,0.000259336,5.41E-05,0.003357987,0.498660446,1
slv,mlt,Slovenian,Maltese,1,2230,1156,17694811,0.000865052,0.000532142,0.025118029,0.489981533,1
syr,ara,Syriac,Arabic,1,8,366643,17694811,2.73E-06,0.000492232,0.29805066,0.382832334,1
gle,eus,Irish,Basque,1,359,1950,17694811,0.000512821,0.001147976,0.050667293,0.479797914,1
ara,amh,Arabic,Amharic,1,366643,16,17694811,0.0625,0.000278901,0.168876907,0.432946778,1
glg,gle,Galician,Irish,1,9302,359,17694811,0.002785515,0.000444071,0.042824655,0.482921115,1
kat,iku,Georgian,Inuktitut,1,416,6,17694811,0.166666667,0.020013434,0.407294727,0.342000517,1
bul,bel,Bulgarian,Belarusian,1,1633,256,17694811,0.00390625,0.001510172,0.060989354,0.475687575,1
lit,hun,Lithuanian,Hungarian,1,696,4804,17694811,0.00020816,0.000443613,0.030740831,0.487738752,1
isl,glg,Icelandic,Galician,1,588,9302,17694811,0.000107504,0.000295499,0.028496882,0.488633233,1
pan,kan,Panjabi,Kannada,1,218,101,17694811,0.00990099,0.006730917,0.098926116,0.460643919,1
tam,kat,Tamil,Georgian,1,1432,416,17694811,0.002403846,0.001252079,0.047347839,0.481121301,1
kat,hye,Georgian,Armenian,1,416,253,17694811,0.003952569,0.003064153,0.062346577,0.475158391,1
mal,kat,Malayalam,Georgian,1,216,416,17694811,0.002403846,0.003319122,0.067534512,0.473094317,1
slv,hat,Slovenian,Haitian,1,2230,2600,17694811,0.000384615,0.000279257,0.014233916,0.494322227,1
fin,aze,Finnish,Azerbaijani,1,3856,1261,17694811,0.000793021,0.000328926,0.020419938,0.491854718,1
hat,gle,Haitian,Irish,1,2600,359,17694811,0.002785515,0.000980544,0.049978918,0.480071514,1
sqi,fas,Albanian,Persian,1,5155,2719,17694811,0.000367782,5.55E-05,0.00398673,0.498409606,1
ita,ben,Italian,Bengali,1,89242,178,17694811,0.005617978,2.57E-05,0.007685185,0.496934094,1
swa,hat,Swahili (macrolanguage),Haitian,1,5636,2600,17694811,0.000384615,4.49E-05,0.003370839,0.498655292,1
slk,aze,Slovak,Azerbaijani,1,3657,1261,17694811,0.000793021,0.00034436,0.020818841,0.491695652,1
sin,deu,Sinhala,German,1,169,73897,17694811,1.35E-05,8.34E-05,0.022679737,0.4909529,1
hat,est,Haitian,Estonian,1,2600,2078,17694811,0.000481232,0.000298899,0.015235074,0.493922904,1
mal,est,Malayalam,Estonian,1,216,2078,17694811,0.000481232,0.001454856,0.066287885,0.473577503,1
kan,deu,Kannada,German,1,101,73897,17694811,1.35E-05,0.000212089,0.057653367,0.477012448,1
swa,est,Swahili (macrolanguage),Estonian,1,5636,2078,17694811,0.000481232,9.88E-05,0.007417929,0.497040833,1
lav,kan,Latvian,Kannada,1,13573,101,17694811,0.00990099,0.000788221,0.091823602,0.463419773,1
kat,dan,Georgian,Danish,1,416,12029,17694811,8.31E-05,0.000320725,0.035173151,0.485971127,1
slk,cym,Slovak,Welsh,1,3657,910,17694811,0.001098901,0.000445134,0.026911319,0.489265967,1
iku,ell,Inuktitut,Modern Greek (1453-),1,6,30609,17694811,3.27E-05,0.002311238,0.404348919,0.342979491,1
lit,glg,Lithuanian,Galician,1,696,9302,17694811,0.000107504,0.000249288,0.024040434,0.490410436,1
mal,ces,Malayalam,Czech,1,216,24573,17694811,4.07E-05,0.000304068,0.047663025,0.480992595,1
tam,mal,Tamil,Malayalam,1,1432,216,17694811,0.00462963,0.001766701,0.066808507,0.473371738,1
ron,lit,Romanian,Lithuanian,1,5040,696,17694811,0.001436782,0.000428148,0.030389488,0.487878816,1
iku,hye,Inuktitut,Armenian,1,6,253,17694811,0.003952569,0.025664336,0.406733522,0.342273791,1
lit,dan,Lithuanian,Danish,1,696,12029,17694811,8.31E-05,0.00018215,0.01997597,0.492031437,1
ron,hat,Romanian,Haitian,1,5040,2600,17694811,0.000384615,7.17E-05,0.005088203,0.49797021,1
lao,guj,Lao,Gujarati,1,91,66,17694811,0.015151515,0.012899172,0.121700669,0.451702213,1
isl,dan,Icelandic,Danish,1,588,12029,17694811,8.31E-05,0.000225789,0.02476171,0.490122722,1
vie,est,Vietnamese,Estonian,1,6150,2078,17694811,0.000481232,7.77E-05,0.006093895,0.497569001,1
ces,amh,Czech,Amharic,1,24573,16,17694811,0.0625,0.001560466,0.244605514,0.403381968,1
kat,hbs,Georgian,Serbo-Croatian,1,416,8152,17694811,0.000122669,0.000439061,0.039637299,0.484191631,1
ori,msa,Oriya (macrolanguage),Malay (macrolanguage),1,3,1651705,17694811,6.05E-07,0.000339676,0.436547038,0.331219968,1
mal,fin,Malayalam,Finnish,1,216,3856,17694811,0.000259336,0.001044277,0.064829347,0.474156618,1
kan,fin,Kannada,Finnish,1,101,3856,17694811,0.000259336,0.001567307,0.09729944,0.461246829,1
syr,spa,Syriac,Spanish,1,8,2043468,17694811,4.89E-07,2.00E-05,0.028618398,0.488584471,1
ukr,slk,Ukrainian,Slovak,1,2842,3657,17694811,0.000273448,0.00012802,0.007739663,0.496912563,1
kan,dan,Kannada,Danish,1,101,12029,17694811,8.31E-05,0.000845243,0.092695881,0.463073356,1
tel,kat,Telugu,Georgian,1,102,416,17694811,0.002403846,0.004843027,0.098542184,0.46077462,1
